Game_Id;Date;Event;Away_Team;Home_Team;Away_Score;Home_Score;gagnant
20677;2020-01-08;GEND;DAL;L.A;2;1;DAL
20678;2020-01-09;GEND;WPG;BOS;4;5;BOS
20679;2020-01-09;GEND;EDM;MTL;4;2;EDM
20680;2020-01-09;GEND;ARI;T.B;0;4;T.B
20681;2020-01-09;GEND;VAN;FLA;2;5;FLA
20682;2020-01-09;GEND;N.J;NYR;3;6;NYR
20683;2020-01-09;GEND;BUF;STL;1;5;STL
20684;2020-01-09;GEND;NSH;CHI;5;2;NSH
20685;2020-01-09;GEND;MIN;CGY;1;2;CGY
20686;2020-01-09;GEND;L.A;VGK;5;2;L.A
20687;2020-01-09;GEND;DAL;ANA;3;0;DAL
20688;2020-01-09;GEND;CBJ;S.J;1;3;S.J
20689;2020-01-10;GEND;OTT;DET;2;3;DET
20690;2020-01-10;GEND;ARI;CAR;0;3;CAR
20691;2020-01-10;GEND;PIT;COL;4;3;PIT
20692;2020-01-11;GEND;VAN;BUF;6;3;VAN
20693;2020-01-11;GEND;MTL;OTT;2;1;MTL
20694;2020-01-11;GEND;BOS;NYI;3;2;BOS
20695;2020-01-11;GEND;T.B;PHI;1;0;T.B
20696;2020-01-11;GEND;N.J;WSH;5;1;N.J
20697;2020-01-11;GEND;L.A;CAR;0;2;CAR
20698;2020-01-11;GEND;NYR;STL;2;5;STL
20699;2020-01-11;GEND;ANA;CHI;2;4;CHI
20701;2020-01-11;GEND;CBJ;VGK;3;0;CBJ
20700;2020-01-11;GEND;EDM;CGY;3;4;CGY
20702;2020-01-11;GEND;DAL;S.J;1;2;S.J
20703;2020-01-12;GEND;NSH;WPG;1;0;NSH
20704;2020-01-12;GEND;VAN;MIN;4;1;VAN
20705;2020-01-12;GEND;BUF;DET;5;1;BUF
20706;2020-01-12;GEND;PIT;ARI;5;4;PIT
20707;2020-01-12;GEND;TOR;FLA;4;8;FLA
20708;2020-01-12;GEND;T.B;N.J;1;3;N.J
20709;2020-01-13;GEND;CGY;MTL;0;2;MTL
20710;2020-01-13;GEND;NYI;NYR;2;6;NYR
20711;2020-01-13;GEND;BOS;PHI;5;6;PHI
20712;2020-01-13;GEND;CAR;WSH;0;2;WSH
20713;2020-01-13;GEND;ANA;STL;1;4;STL
20714;2020-01-14;GEND;VGK;BUF;2;4;BUF
20715;2020-01-14;GEND;N.J;TOR;4;7;TOR
20716;2020-01-14;GEND;L.A;T.B;4;5;T.B
20717;2020-01-14;GEND;DET;NYI;2;8;NYI
20718;2020-01-14;GEND;MIN;PIT;3;7;PIT
20719;2020-01-14;GEND;BOS;CBJ;0;3;CBJ
20720;2020-01-14;GEND;CHI;OTT;3;2;CHI
20721;2020-01-14;GEND;VAN;WPG;0;4;WPG
20722;2020-01-14;GEND;DAL;COL;3;2;DAL
20723;2020-01-14;GEND;NSH;EDM;2;4;EDM
20724;2020-01-14;GEND;S.J;ARI;3;6;ARI
20725;2020-01-15;GEND;CHI;MTL;4;1;CHI
20726;2020-01-15;GEND;PHI;STL;4;3;PHI
20727;2020-01-16;GEND;PIT;BOS;1;4;BOS
20728;2020-01-16;GEND;CGY;TOR;2;1;CGY
20729;2020-01-16;GEND;L.A;FLA;3;4;FLA
20730;2020-01-16;GEND;NYR;NYI;3;2;NYR
20731;2020-01-16;GEND;MTL;PHI;4;1;MTL
20732;2020-01-16;GEND;N.J;WSH;2;5;WSH
20733;2020-01-16;GEND;CAR;CBJ;2;3;CBJ
20734;2020-01-16;GEND;VGK;OTT;4;2;VGK
20735;2020-01-16;GEND;ANA;NSH;4;2;ANA
20736;2020-01-16;GEND;T.B;MIN;2;3;MIN
20737;2020-01-16;GEND;BUF;DAL;4;1;BUF
20738;2020-01-16;GEND;S.J;COL;0;4;COL
20739;2020-01-16;GEND;ARI;VAN;1;3;VAN
20740;2020-01-17;GEND;PIT;DET;2;1;PIT
20741;2020-01-17;GEND;ANA;CAR;2;1;ANA
20742;2020-01-17;GEND;T.B;WPG;7;1;T.B
20743;2020-01-18;GEND;WSH;NYI;6;4;WSH
20744;2020-01-18;GEND;STL;COL;3;5;COL
20745;2020-01-18;GEND;ARI;EDM;3;7;EDM
20746;2020-01-18;GEND;CGY;OTT;2;5;OTT
20747;2020-01-18;GEND;CHI;TOR;6;2;CHI
20748;2020-01-18;GEND;VGK;MTL;5;6;MTL
20749;2020-01-18;GEND;FLA;DET;4;1;FLA
20750;2020-01-18;GEND;L.A;PHI;1;4;PHI
20751;2020-01-18;GEND;N.J;CBJ;0;5;CBJ
20752;2020-01-18;GEND;BUF;NSH;1;2;NSH
20753;2020-01-18;GEND;DAL;MIN;0;7;MIN
20754;2020-01-18;GEND;S.J;VAN;1;4;VAN
20755;2020-01-19;GEND;BOS;PIT;3;4;PIT
20756;2020-01-19;GEND;NYI;CAR;3;4;CAR
20758;2020-01-19;GEND;WPG;CHI;2;5;CHI
20757;2020-01-19;GEND;CBJ;NYR;2;1;CBJ
20759;2020-01-20;GEND;DET;COL;3;6;COL
20760;2020-01-20;GEND;FLA;MIN;5;4;FLA
20761;2020-01-21;GEND;VGK;BOS;2;3;BOS
20762;2020-01-21;GEND;NYI;NYR;4;2;NYI
20764;2020-01-21;GEND;WPG;CAR;1;4;CAR
20763;2020-01-21;GEND;PIT;PHI;0;3;PHI
20765;2020-01-21;GEND;FLA;CHI;4;3;FLA
20766;2020-01-22;GEND;WPG;CBJ;3;4;CBJ
20767;2020-01-22;GEND;DET;MIN;2;4;MIN
20768;2020-01-27;GEND;WSH;MTL;4;2;WSH
20769;2020-01-27;GEND;N.J;OTT;5;3;N.J
20770;2020-01-27;GEND;TOR;NSH;5;2;TOR
20771;2020-01-27;GEND;T.B;DAL;2;3;DAL
20772;2020-01-27;GEND;STL;VAN;1;3;VAN
20773;2020-01-27;GEND;ANA;S.J;2;4;S.J
20774;2020-01-28;GEND;OTT;BUF;5;2;OTT
20775;2020-01-28;GEND;STL;CGY;6;4;STL
20777;2020-01-29;GEND;TOR;DAL;5;3;TOR
20776;2020-01-29;GEND;NSH;WSH;5;4;NSH
20779;2020-01-29;GEND;ARI;ANA;2;4;ANA
20780;2020-01-29;GEND;T.B;L.A;4;2;T.B
20778;2020-01-29;GEND;CGY;EDM;4;3;CGY
20781;2020-01-29;GEND;VAN;S.J;5;2;VAN
20782;2020-01-30;GEND;MTL;BUF;3;1;MTL
20783;2020-01-30;GEND;NSH;N.J;7;6;NSH
20784;2020-01-30;GEND;L.A;ARI;3;2;L.A
20785;2020-01-31;GEND;DET;NYR;2;4;NYR
20786;2020-01-31;GEND;PHI;PIT;3;4;PIT
20787;2020-01-31;GEND;WSH;OTT;5;3;WSH
20788;2020-01-31;GEND;VGK;CAR;4;3;VGK
20789;2020-01-31;GEND;BOS;WPG;2;1;BOS
20790;2020-01-31;GEND;STL;EDM;2;4;EDM
20791;2020-01-31;GEND;T.B;ANA;4;3;T.B
20792;2020-02-01;GEND;CBJ;BUF;1;2;BUF
20793;2020-02-01;GEND;VAN;NYI;4;3;VAN
20794;2020-02-01;GEND;FLA;MTL;0;4;MTL
20799;2020-02-01;GEND;STL;WPG;2;5;WPG
20795;2020-02-01;GEND;OTT;TOR;1;2;TOR
20796;2020-02-01;GEND;NYR;DET;1;0;NYR
20797;2020-02-01;GEND;DAL;N.J;3;2;DAL
20798;2020-02-01;GEND;COL;PHI;3;6;PHI
20802;2020-02-01;GEND;CHI;ARI;4;2;CHI
20800;2020-02-01;GEND;VGK;NSH;3;0;VGK
20801;2020-02-01;GEND;BOS;MIN;6;1;BOS
20803;2020-02-01;GEND;EDM;CGY;8;3;EDM
20804;2020-02-01;GEND;ANA;L.A;3;1;ANA
20805;2020-02-01;GEND;T.B;S.J;3;0;T.B
20806;2020-02-02;GEND;PIT;WSH;4;3;PIT
20807;2020-02-02;GEND;CBJ;MTL;4;3;CBJ
20808;2020-02-02;GEND;VAN;CAR;4;5;CAR
20809;2020-02-03;GEND;FLA;TOR;5;3;FLA
20810;2020-02-03;GEND;DAL;NYR;5;3;DAL
20811;2020-02-03;GEND;PHI;DET;3;0;PHI
20812;2020-02-04;GEND;VAN;BOS;0;4;BOS
20813;2020-02-04;GEND;COL;BUF;6;1;COL
20814;2020-02-04;GEND;VGK;T.B;2;4;T.B
20815;2020-02-04;GEND;MTL;N.J;5;4;MTL
20816;2020-02-04;GEND;DAL;NYI;3;4;NYI
20817;2020-02-04;GEND;L.A;WSH;2;4;WSH
20818;2020-02-04;GEND;FLA;CBJ;0;1;CBJ
20819;2020-02-04;GEND;ANA;OTT;4;2;ANA
20820;2020-02-04;GEND;CAR;STL;3;6;STL
20821;2020-02-04;GEND;CHI;MIN;2;3;MIN
20822;2020-02-04;GEND;NSH;WPG;2;1;NSH
20823;2020-02-04;GEND;S.J;CGY;3;1;S.J
20824;2020-02-04;GEND;EDM;ARI;0;3;ARI
20825;2020-02-05;GEND;TOR;NYR;3;5;NYR
20826;2020-02-05;GEND;BOS;CHI;2;1;BOS
20827;2020-02-06;GEND;DET;BUF;5;3;DET
20828;2020-02-06;GEND;ANA;MTL;2;3;MTL
20829;2020-02-06;GEND;PIT;T.B;2;4;T.B
20830;2020-02-06;GEND;VGK;FLA;7;2;VGK
20831;2020-02-06;GEND;L.A;NYI;3;5;NYI
20832;2020-02-06;GEND;N.J;PHI;5;0;N.J
20833;2020-02-06;GEND;COL;OTT;4;1;COL
20834;2020-02-06;GEND;WPG;STL;4;2;WPG
20835;2020-02-06;GEND;VAN;MIN;2;4;MIN
20836;2020-02-06;GEND;NSH;CGY;3;2;NSH
20838;2020-02-06;GEND;CAR;ARI;5;3;CAR
20837;2020-02-06;GEND;S.J;EDM;6;3;S.J
20839;2020-02-07;GEND;ANA;TOR;4;5;TOR
20840;2020-02-07;GEND;BUF;NYR;3;2;BUF
20841;2020-02-07;GEND;DET;CBJ;0;2;CBJ
20842;2020-02-07;GEND;MIN;DAL;3;2;MIN
20843;2020-02-08;GEND;OTT;WPG;2;5;WPG
20844;2020-02-08;GEND;ARI;BOS;2;4;BOS
20851;2020-02-08;GEND;NSH;EDM;2;3;EDM
20845;2020-02-08;GEND;TOR;MTL;1;2;MTL
20846;2020-02-08;GEND;NYI;T.B;1;3;T.B
20847;2020-02-08;GEND;PIT;FLA;3;2;PIT
20848;2020-02-08;GEND;L.A;N.J;0;3;N.J
20849;2020-02-08;GEND;PHI;WSH;7;2;PHI
20850;2020-02-08;GEND;COL;CBJ;2;1;COL
20852;2020-02-08;GEND;DAL;STL;3;2;DAL
20853;2020-02-08;GEND;CGY;VAN;6;2;CGY
20854;2020-02-08;GEND;CAR;VGK;7;5;CAR
20855;2020-02-09;GEND;BOS;DET;1;3;DET
20856;2020-02-09;GEND;ANA;BUF;3;2;ANA
20857;2020-02-09;GEND;L.A;NYR;1;4;NYR
20858;2020-02-09;GEND;CHI;WPG;2;5;WPG
20859;2020-02-09;GEND;COL;MIN;3;2;COL
20860;2020-02-10;GEND;ARI;MTL;3;2;ARI
20861;2020-02-10;GEND;FLA;PHI;1;4;PHI
20862;2020-02-10;GEND;NYI;WSH;5;3;NYI
20863;2020-02-10;GEND;T.B;CBJ;2;1;T.B
20864;2020-02-10;GEND;NSH;VAN;2;6;VAN
20865;2020-02-10;GEND;CGY;S.J;6;2;CGY
20866;2020-02-11;GEND;DET;BUF;2;3;BUF
20867;2020-02-11;GEND;ARI;TOR;2;3;TOR
20868;2020-02-11;GEND;FLA;N.J;5;3;FLA
20869;2020-02-11;GEND;PHI;NYI;3;5;NYI
20870;2020-02-11;GEND;T.B;PIT;2;1;T.B
20871;2020-02-11;GEND;VGK;MIN;0;4;MIN
20872;2020-02-11;GEND;NYR;WPG;4;1;NYR
20873;2020-02-11;GEND;CAR;DAL;1;4;DAL
20874;2020-02-11;GEND;OTT;COL;0;3;COL
20875;2020-02-11;GEND;CHI;EDM;3;5;EDM
20877;2020-02-12;GEND;MTL;BOS;1;4;BOS
20878;2020-02-12;GEND;CGY;L.A;3;5;L.A
20879;2020-02-12;GEND;CHI;VAN;0;3;VAN
20880;2020-02-13;GEND;CBJ;BUF;3;4;BUF
20881;2020-02-13;GEND;DAL;TOR;3;2;DAL
20882;2020-02-13;GEND;EDM;T.B;1;3;T.B
20883;2020-02-13;GEND;PHI;FLA;6;2;PHI
20884;2020-02-13;GEND;DET;N.J;1;4;N.J
20885;2020-02-13;GEND;ARI;OTT;2;3;OTT
20886;2020-02-13;GEND;NYI;NSH;0;5;NSH
20887;2020-02-13;GEND;NYR;MIN;5;3;NYR
20888;2020-02-13;GEND;WSH;COL;3;2;WSH
20889;2020-02-13;GEND;STL;VGK;5;6;VGK
20890;2020-02-13;GEND;CGY;ANA;6;0;CGY
20893;2020-02-14;GEND;S.J;WPG;3;2;S.J
20891;2020-02-14;GEND;MTL;PIT;1;4;PIT
20892;2020-02-14;GEND;NYR;CBJ;3;1;NYR
20894;2020-02-14;GEND;N.J;CAR;2;5;CAR
20895;2020-02-15;GEND;DET;BOS;1;4;BOS
20896;2020-02-15;GEND;NSH;STL;4;3;NSH
20897;2020-02-15;GEND;PHI;T.B;3;5;T.B
20898;2020-02-15;GEND;EDM;FLA;4;1;EDM
20899;2020-02-15;GEND;S.J;MIN;2;0;S.J
20900;2020-02-15;GEND;DAL;MTL;4;3;DAL
20901;2020-02-15;GEND;TOR;OTT;4;2;TOR
20902;2020-02-15;GEND;L.A;COL;3;1;L.A
20903;2020-02-15;GEND;CHI;CGY;8;4;CHI
20904;2020-02-15;GEND;WSH;ARI;1;3;ARI
20905;2020-02-15;GEND;NYI;VGK;0;1;VGK
20906;2020-02-16;GEND;DET;PIT;1;5;PIT
20907;2020-02-16;GEND;BOS;NYR;3;1;BOS
20908;2020-02-16;GEND;EDM;CAR;4;3;EDM
20909;2020-02-16;GEND;ANA;VAN;5;1;ANA
20912;2020-02-16;GEND;STL;NSH;1;2;NSH
20910;2020-02-16;GEND;DAL;OTT;3;4;OTT
20911;2020-02-16;GEND;CBJ;N.J;4;5;N.J
20913;2020-02-16;GEND;TOR;BUF;2;5;BUF
20914;2020-02-16;GEND;CHI;WPG;2;3;WPG
20917;2020-02-17;GEND;FLA;S.J;5;3;FLA
20915;2020-02-17;GEND;ANA;CGY;4;6;CGY
20916;2020-02-17;GEND;NYI;ARI;1;2;ARI
20918;2020-02-17;GEND;WSH;VGK;2;3;VGK
20919;2020-02-17;GEND;T.B;COL;4;3;T.B
20920;2020-02-18;GEND;CBJ;PHI;1;5;PHI
20921;2020-02-18;GEND;TOR;PIT;2;5;PIT
20922;2020-02-18;GEND;BUF;OTT;4;7;OTT
20923;2020-02-18;GEND;MTL;DET;3;4;DET
20924;2020-02-18;GEND;N.J;STL;0;3;STL
20925;2020-02-18;GEND;CAR;NSH;4;1;CAR
20926;2020-02-18;GEND;L.A;WPG;3;6;WPG
20927;2020-02-19;GEND;NYR;CHI;6;3;NYR
20929;2020-02-19;GEND;BOS;EDM;2;1;BOS
20928;2020-02-19;GEND;ARI;DAL;2;3;DAL
20931;2020-02-19;GEND;FLA;ANA;4;1;FLA
20930;2020-02-19;GEND;NYI;COL;1;3;COL
20932;2020-02-19;GEND;MIN;VAN;6;5;MIN
20933;2020-02-20;GEND;PIT;TOR;0;4;TOR
20934;2020-02-20;GEND;S.J;N.J;1;2;N.J
20935;2020-02-20;GEND;MTL;WSH;4;3;MTL
20936;2020-02-20;GEND;PHI;CBJ;4;3;PHI
20937;2020-02-20;GEND;WPG;OTT;5;1;WPG
20938;2020-02-20;GEND;ARI;STL;0;1;STL
20939;2020-02-20;GEND;T.B;VGK;3;5;VGK
20940;2020-02-20;GEND;FLA;L.A;4;5;L.A
20942;2020-02-21;GEND;NYR;CAR;5;2;NYR
20941;2020-02-21;GEND;DET;NYI;1;4;NYI
20943;2020-02-21;GEND;NSH;CHI;1;2;CHI
20944;2020-02-21;GEND;STL;DAL;5;1;STL
20945;2020-02-21;GEND;BOS;CGY;4;3;BOS
20946;2020-02-21;GEND;MIN;EDM;5;3;MIN
20947;2020-02-21;GEND;COL;ANA;1;0;COL
20948;2020-02-22;GEND;WSH;N.J;2;3;N.J
20949;2020-02-22;GEND;WPG;PHI;2;4;PHI
20950;2020-02-22;GEND;BUF;PIT;5;2;BUF
20951;2020-02-22;GEND;CAR;TOR;6;3;CAR
20952;2020-02-22;GEND;MTL;OTT;3;0;MTL
20953;2020-02-22;GEND;S.J;NYR;2;3;NYR
20955;2020-02-22;GEND;T.B;ARI;3;7;ARI
20954;2020-02-22;GEND;CBJ;NSH;5;6;NSH
20956;2020-02-22;GEND;BOS;VAN;3;9;VAN
20957;2020-02-22;GEND;FLA;VGK;3;5;VGK
20958;2020-02-22;GEND;COL;L.A;2;1;COL
20959;2020-02-23;GEND;PIT;WSH;3;5;WSH
20961;2020-02-23;GEND;CHI;DAL;1;2;DAL
20960;2020-02-23;GEND;WPG;BUF;1;2;BUF
20962;2020-02-23;GEND;S.J;NYI;1;4;NYI
20963;2020-02-23;GEND;CGY;DET;4;2;CGY
20964;2020-02-23;GEND;STL;MIN;4;1;STL
20965;2020-02-23;GEND;VGK;ANA;6;5;VGK
20966;2020-02-23;GEND;EDM;L.A;4;2;EDM
20967;2020-02-24;GEND;OTT;CBJ;3;4;CBJ
20968;2020-02-25;GEND;CGY;BOS;5;2;CGY
20969;2020-02-25;GEND;VAN;MTL;4;3;VAN
20970;2020-02-25;GEND;TOR;T.B;4;3;TOR
20971;2020-02-25;GEND;NYR;NYI;4;3;NYR
20972;2020-02-25;GEND;S.J;PHI;2;4;PHI
20973;2020-02-25;GEND;WPG;WSH;5;6;WSH
20974;2020-02-25;GEND;DAL;CAR;4;1;DAL
20975;2020-02-25;GEND;N.J;DET;4;1;N.J
20976;2020-02-25;GEND;CHI;STL;5;6;STL
20977;2020-02-25;GEND;OTT;NSH;2;3;NSH
20978;2020-02-25;GEND;CBJ;MIN;4;5;MIN
20979;2020-02-25;GEND;FLA;ARI;2;1;FLA
20980;2020-02-25;GEND;EDM;ANA;3;4;ANA
20981;2020-02-26;GEND;BUF;COL;2;3;COL
20982;2020-02-26;GEND;EDM;VGK;0;3;VGK
20983;2020-02-26;GEND;PIT;L.A;1;2;L.A
20985;2020-02-27;GEND;NYR;MTL;5;2;NYR
20986;2020-02-27;GEND;CHI;T.B;5;2;CHI
20987;2020-02-27;GEND;TOR;FLA;5;3;TOR
20984;2020-02-27;GEND;DAL;BOS;3;4;BOS
20988;2020-02-27;GEND;VAN;OTT;2;5;OTT
20989;2020-02-27;GEND;MIN;DET;7;1;MIN
20990;2020-02-27;GEND;NYI;STL;2;3;STL
20991;2020-02-27;GEND;CGY;NSH;3;4;NSH
20992;2020-02-27;GEND;WSH;WPG;0;3;WPG
20993;2020-02-27;GEND;N.J;S.J;2;3;S.J
20994;2020-02-28;GEND;NYR;PHI;2;5;PHI
20995;2020-02-28;GEND;MIN;CBJ;5;0;MIN
20996;2020-02-28;GEND;COL;CAR;3;2;COL
20997;2020-02-28;GEND;BUF;VGK;2;4;VGK
20998;2020-02-28;GEND;PIT;ANA;2;3;ANA
20999;2020-02-29;GEND;BOS;NYI;4;0;BOS
21001;2020-02-29;GEND;N.J;L.A;1;2;L.A
21000;2020-02-29;GEND;CGY;T.B;3;4;T.B
21002;2020-02-29;GEND;CHI;FLA;4;2;CHI
21007;2020-02-29;GEND;COL;NSH;3;2;COL
21003;2020-02-29;GEND;VAN;TOR;2;4;TOR
21004;2020-02-29;GEND;CAR;MTL;3;4;MTL
21005;2020-02-29;GEND;DET;OTT;3;4;OTT
21008;2020-02-29;GEND;BUF;ARI;2;5;ARI
21006;2020-02-29;GEND;DAL;STL;3;4;STL
21009;2020-02-29;GEND;WPG;EDM;2;3;EDM
21010;2020-02-29;GEND;PIT;S.J;0;5;S.J
21011;2020-03-01;GEND;PHI;NYR;5;3;PHI
21012;2020-03-01;GEND;CGY;FLA;3;0;CGY
21013;2020-03-01;GEND;VAN;CBJ;3;5;CBJ
21015;2020-03-01;GEND;N.J;ANA;3;0;N.J
21014;2020-03-01;GEND;WSH;MIN;4;3;WSH
21016;2020-03-01;GEND;L.A;VGK;4;1;L.A
21017;2020-03-02;GEND;COL;DET;2;1;COL
21018;2020-03-02;GEND;EDM;NSH;8;3;EDM
21020;2020-03-03;GEND;MTL;NYI;6;2;MTL
21021;2020-03-03;GEND;STL;NYR;3;1;STL
21022;2020-03-03;GEND;OTT;PIT;3;7;PIT
21019;2020-03-03;GEND;BOS;T.B;2;1;BOS
21023;2020-03-03;GEND;NSH;MIN;1;3;MIN
21024;2020-03-03;GEND;BUF;WPG;1;3;WPG
21025;2020-03-03;GEND;ANA;CHI;2;6;CHI
21026;2020-03-03;GEND;EDM;DAL;2;1;EDM
21027;2020-03-03;GEND;N.J;VGK;0;3;VGK
21028;2020-03-03;GEND;TOR;S.J;2;5;S.J
21029;2020-03-04;GEND;PHI;WSH;5;2;PHI
21030;2020-03-04;GEND;CBJ;CGY;2;3;CGY
21031;2020-03-04;GEND;ANA;COL;4;3;ANA
21032;2020-03-04;GEND;ARI;VAN;4;2;ARI
21033;2020-03-05;GEND;PIT;BUF;4;2;PIT
21034;2020-03-05;GEND;MTL;T.B;0;4;T.B
21035;2020-03-05;GEND;BOS;FLA;2;1;BOS
21036;2020-03-05;GEND;WSH;NYR;5;6;NYR
21037;2020-03-05;GEND;CAR;PHI;1;4;PHI
21038;2020-03-05;GEND;NYI;OTT;3;4;OTT
21039;2020-03-05;GEND;DAL;NSH;0;2;NSH
21040;2020-03-05;GEND;EDM;CHI;3;4;CHI
21041;2020-03-05;GEND;TOR;L.A;1;2;L.A
21042;2020-03-05;GEND;MIN;S.J;3;2;MIN
21043;2020-03-06;GEND;STL;N.J;2;4;N.J
21044;2020-03-06;GEND;CHI;DET;1;2;DET
21045;2020-03-06;GEND;VGK;WPG;0;4;WPG
21046;2020-03-06;GEND;ARI;CGY;2;3;CGY
21047;2020-03-06;GEND;COL;VAN;3;6;VAN
21048;2020-03-06;GEND;TOR;ANA;1;2;ANA
21049;2020-03-07;GEND;CAR;NYI;3;2;CAR
21050;2020-03-07;GEND;WSH;PIT;5;2;WSH
21051;2020-03-07;GEND;NSH;DAL;1;0;NSH
21052;2020-03-07;GEND;MIN;L.A;3;7;L.A
21057;2020-03-07;GEND;OTT;S.J;2;1;OTT
21053;2020-03-07;GEND;T.B;BOS;5;3;T.B
21054;2020-03-07;GEND;MTL;FLA;1;4;FLA
21055;2020-03-07;GEND;N.J;NYR;6;4;N.J
21056;2020-03-07;GEND;BUF;PHI;1;3;PHI
21058;2020-03-07;GEND;CBJ;EDM;1;4;EDM
21059;2020-03-08;GEND;CAR;PIT;6;2;CAR
21060;2020-03-08;GEND;T.B;DET;5;6;DET
21062;2020-03-08;GEND;VGK;CGY;5;3;VGK
21061;2020-03-08;GEND;STL;CHI;2;0;STL
21063;2020-03-08;GEND;MIN;ANA;5;4;MIN
21064;2020-03-08;GEND;CBJ;VAN;2;1;CBJ
21065;2020-03-08;GEND;COL;S.J;4;3;COL
21066;2020-03-09;GEND;WSH;BUF;3;4;BUF
21067;2020-03-09;GEND;ARI;WPG;2;4;WPG
21075;2020-03-09;GEND;FLA;STL;2;1;FLA
21068;2020-03-09;GEND;VGK;EDM;3;2;VGK
21069;2020-03-09;GEND;COL;L.A;1;3;L.A
21070;2020-03-10;GEND;T.B;TOR;1;2;TOR
21071;2020-03-10;GEND;NSH;MTL;4;2;NSH
21072;2020-03-10;GEND;PIT;N.J;5;2;PIT
21073;2020-03-10;GEND;BOS;PHI;2;0;BOS
21074;2020-03-10;GEND;CAR;DET;5;2;CAR
21076;2020-03-10;GEND;NYR;DAL;4;2;NYR
21077;2020-03-10;GEND;NYI;VAN;4;5;VAN
21078;2020-03-10;GEND;OTT;ANA;2;5;ANA
21079;2020-03-11;GEND;S.J;CHI;2;6;CHI
21080;2020-03-11;GEND;WPG;EDM;4;2;WPG
20876;2020-03-11;GEND;STL;ANA;4;2;STL
21081;2020-03-11;GEND;NYR;COL;2;3;COL
21082;2020-03-11;GEND;OTT;L.A;2;3;L.A
30031;2020-08-01;GEND;NYR;CAR;2;3;CAR
30061;2020-08-01;GEND;CHI;EDM;6;4;CHI
30041;2020-08-01;GEND;FLA;NYI;1;2;NYI
30021;2020-08-01;GEND;MTL;PIT;3;2;MTL
30091;2020-08-01;GEND;WPG;CGY;1;4;CGY
30071;2020-08-02;GEND;ARI;NSH;4;3;ARI
30001;2020-08-02;GEND;PHI;BOS;4;1;PHI
30011;2020-08-02;GEND;STL;COL;1;2;COL
30051;2020-08-02;GEND;CBJ;TOR;2;0;CBJ
30081;2020-08-02;GEND;MIN;VAN;3;0;MIN
30032;2020-08-03;GEND;NYR;CAR;1;4;CAR
30092;2020-08-03;GEND;WPG;CGY;3;2;WPG
30012;2020-08-03;GEND;DAL;VGK;3;5;VGK
30022;2020-08-03;GEND;MTL;PIT;1;3;PIT
30062;2020-08-03;GEND;CHI;EDM;3;6;EDM
30042;2020-08-04;GEND;FLA;NYI;2;4;NYI
30072;2020-08-04;GEND;ARI;NSH;2;4;NSH
30052;2020-08-04;GEND;CBJ;TOR;0;3;TOR
30093;2020-08-04;GEND;CGY;WPG;6;2;CGY
30033;2020-08-04;GEND;CAR;NYR;4;1;CAR
30082;2020-08-04;GEND;MIN;VAN;3;4;VAN
30043;2020-08-05;GEND;NYI;FLA;2;3;FLA
30073;2020-08-05;GEND;NSH;ARI;1;4;ARI
30003;2020-08-05;GEND;T.B;BOS;3;2;T.B
30013;2020-08-05;GEND;COL;DAL;4;0;COL
30023;2020-08-05;GEND;PIT;MTL;3;4;MTL
30063;2020-08-05;GEND;EDM;CHI;3;4;CHI
30083;2020-08-06;GEND;VAN;MIN;3;0;VAN
30004;2020-08-06;GEND;WSH;PHI;1;3;PHI
30014;2020-08-06;GEND;VGK;STL;6;4;VGK
30053;2020-08-06;GEND;TOR;CBJ;3;4;CBJ
30094;2020-08-06;GEND;CGY;WPG;4;0;CGY
30044;2020-08-07;GEND;NYI;FLA;5;1;NYI
30074;2020-08-07;GEND;NSH;ARI;3;4;ARI
30024;2020-08-07;GEND;PIT;MTL;0;2;MTL
30064;2020-08-07;GEND;EDM;CHI;2;3;CHI
30054;2020-08-07;GEND;TOR;CBJ;4;3;TOR
30084;2020-08-07;GEND;VAN;MIN;5;4;VAN
30015;2020-08-08;GEND;VGK;COL;4;3;VGK
30006;2020-08-08;GEND;PHI;T.B;4;1;PHI
30005;2020-08-09;GEND;BOS;WSH;1;2;WSH
30016;2020-08-09;GEND;DAL;STL;1;1;DAL
30055;2020-08-09;GEND;CBJ;TOR;3;0;CBJ
30171;2020-08-11;GEND;CGY;DAL;3;2;CGY
30151;2020-08-11;GEND;CHI;VGK;1;4;VGK
30141;2020-08-12;GEND;CAR;BOS;3;4;BOS
30131;2020-08-12;GEND;NYI;WSH;4;2;NYI
30161;2020-08-12;GEND;ARI;COL;0;3;COL
30111;2020-08-12;GEND;MTL;PHI;1;2;PHI
30181;2020-08-12;GEND;VAN;STL;5;2;VAN
30122;2020-08-13;GEND;CBJ;T.B;3;1;CBJ
30152;2020-08-13;GEND;CHI;VGK;3;4;VGK
30142;2020-08-13;GEND;CAR;BOS;3;2;CAR
30172;2020-08-13;GEND;CGY;DAL;4;5;DAL
30162;2020-08-14;GEND;ARI;COL;2;3;COL
30112;2020-08-14;GEND;MTL;PHI;5;0;MTL
30182;2020-08-14;GEND;VAN;STL;4;3;VAN
30132;2020-08-14;GEND;NYI;WSH;5;2;NYI
30173;2020-08-14;GEND;DAL;CGY;0;2;CGY
30143;2020-08-15;GEND;BOS;CAR;3;1;BOS
30163;2020-08-15;GEND;COL;ARI;2;4;ARI
30123;2020-08-15;GEND;T.B;CBJ;3;2;T.B
